person_id,birthdate,school,country,height,weight,season_exp,position,rosterstatus,from_year,to_year
78120,1924-10-25 0:00,Alabama,USA,6-3,185,2,Guard,Inactive,1949,1950
78121,1939-02-23 0:00,North Carolina,USA,6-7,220,3,Forward,Inactive,1961,1963
201203,1984-08-18 0:00,Arizona,USA,6-3,190,3,Guard,Inactive,2009,2013
1629013,1997-03-13 0:00,Wichita State,USA,6-4,190,5,Guard,Active,2018,2023
1539,1976-04-29 0:00,Providence,USA,6-0,169,1,Guard,Inactive,1997,1997
78123,1921-11-23 0:00,Rhode Island,USA,5-11,170,3,Guard,Inactive,1946,1948
78124,1923-06-10 0:00,Kansas State,USA,6-2,175,2,Guard,Inactive,1948,1949
78125,1927-03-14 0:00,Bowling Green,USA,6-11,235,9,Center,Inactive,1951,1959
78126,1926-05-25 0:00,Southern California,USA,6-1,175,11,Guard,Inactive,1950,1960
1631101,2003-05-30 0:00,Kentucky,Canada,6-5,200,1,Guard,Active,2022,2023
201594,1986-07-18 0:00,Alabama-Birmingham,USA,6-9,245,2,Forward,Inactive,2008,2008
1117,1964-07-31 0:00,Minnesota,USA,6-11,235,3,Center,Inactive,1988,1990
78128,1933-12-04 0:00,North Carolina State,USA,6-8,200,2,Forward,Inactive,1956,1957
216,1966-03-22 0:00,California-Santa Barbara,USA,6-6,200,15,Guard,Inactive,1988,2002
1745,1975-07-20 0:00,Toledo,USA,6-11,255,2,Center,Inactive,1998,2002
1629621,1995-07-26 0:00,Iowa State,Canada,6-5,198,2,Guard-Forward,Inactive,2019,2019
78130,1924-09-11 0:00,Rhode Island,USA,6-2,194,1,Forward,Inactive,1946,1946
78131,1923-11-05 0:00,Utah,USA,6-2,165,1,Forward,Inactive,1946,1946
78132,1957-05-01 0:00,Georgetown,USA,6-7,210,2,Forward,Inactive,1980,1981
78133,1955-10-19 0:00,Oregon State,USA,6-8,240,10,Forward,Inactive,1976,1985
203129,1991-10-05 0:00,Spirou Charleroi,Georgia,6-9,220,2,Forward,Inactive,2012,2013
1852,1974-12-29 0:00,Kentucky,USA,6-3,190,1,Guard,Inactive,1998,1998
78135,1954-03-21 0:00,Maryland,USA,6-6,215,2,Forward,Inactive,1977,1978
78136,1959-09-13 0:00,Virginia Commonwealth,USA,6-2,170,1,Guard,Inactive,1982,1982
78653,1913-12-03 0:00,Catholic,USA,6-1,200,1,Guard,Inactive,1949,1949
2321,1977-12-23 0:00,Iowa State,USA,6-10,230,4,Forward,Inactive,2002,2004
78138,1953-08-07 0:00,Jackson State,USA,6-6,200,1,Forward,Inactive,1975,1975
78139,1957-07-02 0:00,Jackson State,USA,6-7,210,12,Forward,Inactive,1978,1989
78140,1963-03-24 0:00,South Alabama,USA,6-2,200,1,Forward,Inactive,1989,1989
78143,1952-04-06 0:00,Notre Dame,USA,6-9,235,5,Forward,Inactive,1975,1980
202697,1990-06-26 0:00,Georgia Tech,USA,6-5,212,10,Guard,Inactive,2011,2020
203144,1988-12-16 0:00,CSKA Moscow,Russia,6-6,187,3,Guard,Inactive,2012,2014
1627783,1994-04-02 0:00,New Mexico State,Cameroon,6-8,230,7,Forward,Active,2016,2023
1626296,1992-08-01 0:00,Dayton,USA,6-4,187,2,Guard,Inactive,2018,2018
78145,1950-11-13 0:00,Northwestern,USA,6-2,175,1,Guard,Inactive,1973,1973
78146,1956-11-29 0:00,Purdue,USA,6-1,168,10,Guard,Inactive,1980,1989
78147,1939-05-22 0:00,Ohio State,USA,6-3,190,9,Guard,Inactive,1963,1971
78148,1923-12-31 0:00,Dakota Wesleyan,USA,7-1,230,1,Center,Inactive,1946,1946
78150,1949-02-11 0:00,Stephen F. Austin,USA,6-1,180,6,Guard,Inactive,1976,1981
78151,1943-07-12 0:00,Creighton,USA,6-7,220,16,Forward,Inactive,1964,1979
202918,1988-01-22 0:00,Northern Illinois,USA,6-5,205,3,Guard,Inactive,2011,2017
202081,1986-10-25 0:00,Augusta State,USA,6-11,305,2,Center,Inactive,2010,2010
78152,1944-05-04 0:00,Army,USA,6-6,225,1,Forward,Inactive,1970,1970
101134,1983-03-09 0:00,Kansas,USA,6-9,250,3,Forward,Inactive,2005,2006
1627732,1996-07-20 0:00,Louisiana State,Australia,6-10,240,5,Guard-Forward,Active,2016,2023
2250,1980-06-02 0:00,DePaul,USA,6-6,235,11,Forward,Inactive,2001,2011
200759,1986-01-03 0:00,North Carolina State,USA,6-9,235,4,Forward,Inactive,2006,2008
203613,1989-09-14 0:00,Houston,USA,6-6,195,5,Forward,Inactive,2015,2018
1489,1968-11-14 0:00,La Salle,USA,6-7,210,7,Forward,Inactive,1990,1996
1750,1975-11-21 0:00,Arizona,USA,6-3,202,2,Guard,Inactive,1998,2002
1630250,1999-10-15 0:00,Mega Basket,Montenegro,7-0,220,2,Center,Active,2021,2023
1629014,1999-06-08 0:00,Edgewater HS (FL),USA,6-3,181,5,Guard,Active,2018,2023
54,1972-04-06 0:00,Providence,USA,NULL,NULL,7,Forward,Inactive,1994,2001
202067,1987-09-08 0:00,St. Mary's (CA),USA,6-7,230,2,Forward,Inactive,2011,2011
78157,1949-08-10 0:00,Michigan State,USA,6-5,200,4,Guard,Inactive,1976,1979
1591,1974-10-18 0:00,Louisville,USA,6-4,235,1,Guard,Inactive,1998,1998
78160,1938-10-09 0:00,Pepperdine,USA,6-5,220,1,Forward,Inactive,1961,1961
78159,1943-06-29 0:00,Kent State,USA,6-7,195,1,Forward,Inactive,1968,1968
203156,1990-03-27 0:00,Georgetown,USA,6-10,248,5,Center-Forward,Inactive,2012,2015
1631301,1998-12-11 0:00,UNC Wilmington,USA,NULL,NULL,0,NULL,Inactive,NULL,NULL
1630579,1998-10-20 0:00,Texas,USA,6-10,250,2,Center,Active,2021,2023
78161,1955-04-18 0:00,Missouri,USA,6-1,170,1,Guard,Inactive,1977,1977
202713,1988-05-04 0:00,Duke,USA,6-8,228,6,Forward,Inactive,2012,2017
201606,1985-09-06 0:00,Virginia,USA,6-0,185,2,Guard,Inactive,2008,2008
202698,1989-11-21 0:00,Florida State,USA,6-9,228,3,Forward,Inactive,2011,2013
101189,1981-07-20 0:00,Murray State,USA,6-8,230,6,Forward,Inactive,2005,2011
78162,1961-10-29 0:00,Alabama-Birmingham,USA,6-5,175,1,Forward,Inactive,1986,1986
78163,1929-01-25 0:00,Niagara,USA,5-10,165,2,Guard,Inactive,1951,1953
1629686,2000-06-10 0:00,Lietuvos rytas Vilnius,Lithuania,6-8,190,3,Forward-Guard,Inactive,2020,2021
78164,1962-07-03 0:00,Oregon State,USA,6-8,210,1,Forward,Inactive,1984,1984
203491,1990-10-24 0:00,Louisville,USA,6-0,185,1,Guard,Inactive,2013,2013
101,1964-03-05 0:00,Michigan State,USA,6-1,180,10,Guard,Inactive,1986,1995
78167,1952-06-16 0:00,Massachusetts,USA,6-3,190,4,Guard,Inactive,1976,1979
78168,1952-09-10 0:00,Maryland-Eastern Shore,USA,6-5,195,2,Forward,Inactive,1974,1975
78169,1926-11-02 0:00,Minnesota,USA,5-11,180,6,Guard,Inactive,1951,1956
78170,1941-03-01 0:00,Kenyon,USA,6-6,220,1,Forward,Inactive,1962,1962
1073,1970-08-27 0:00,Wyoming,USA,6-7,255,9,Forward,Inactive,1994,2002
78171,1928-05-13 0:00,South Carolina,USA,6-11,210,1,Center,Inactive,1951,1951
78172,1960-09-09 0:00,Portland,USA,6-5,205,1,Guard,Inactive,1982,1982
2447,1980-04-02 0:00,Marshall,USA,6-8,220,4,Guard,Inactive,2002,2004
202388,1988-01-15 0:00,Texas A&M,USA,6-3,205,6,Guard,Inactive,2011,2015
78173,1942-03-28 0:00,Evansville,USA,6-5,195,11,Guard,Inactive,1965,1975
101166,1983-05-14 0:00,Benetton Treviso,Slovenia,6-10,238,2,Forward,Inactive,2006,2006
78174,1962-02-18 0:00,Notre Dame,USA,6-4,200,1,Guard,Inactive,1984,1984
1629346,2000-08-18 0:00,Beko,Serbia,6-10,215,3,Forward,Inactive,2019,2020
1630606,1999-06-03 0:00,Birmingham Squadron,USA,6-4,205,2,Guard,Inactive,2021,2021
78175,1964-09-21 0:00,Indiana,USA,6-1,175,1,Guard,Inactive,1988,1988
203935,1994-03-06 0:00,Oklahoma State,USA,6-4,220,9,Guard,Active,2014,2023
78176,1918-03-20 0:00,Appalachian State,USA,6-1,195,6,Guard,Inactive,1946,1951
78177,1922-12-22 0:00,Illinois,USA,6-3,190,2,Guard,Inactive,1948,1949
78178,1936-10-05 0:00,Kentucky,USA,6-1,180,10,Guard,Inactive,1961,1970
78207,1949-02-14 0:00,Syracuse,USA,7-0,220,2,Center,Inactive,1971,1972
78209,1939-04-26 0:00,St. Peter's,USA,6-5,190,1,Forward,Inactive,1961,1961
78202,1946-02-26 0:00,Tulsa,USA,6-5,195,11,Forward,Inactive,1969,1979
293,1965-07-16 0:00,Pittsburgh,USA,6-10,244,9,Forward,Inactive,1988,1996
1520,1975-08-22 0:00,New Mexico,USA,6-4,200,5,Guard,Inactive,1997,2005
78179,1967-11-29 0:00,Georgetown,USA,6-1,160,3,Forward,Inactive,1989,1995
1814,1970-05-17 0:00,Connecticut,USA,6-3,190,3,Guard,Inactive,1992,1994
203147,1987-10-13 0:00,Louisville,USA,6-2,200,1,Guard,Inactive,2013,2013
78181,1964-01-19 0:00,Cleveland State,USA,6-6,210,2,Forward,Inactive,1986,1990
200783,1983-11-10 0:00,Boston College,USA,6-7,265,6,Forward,Inactive,2006,2011
78183,1961-11-01 0:00,Louisville,USA,6-6,205,9,Guard,Inactive,1982,1990
78184,1951-10-10 0:00,Dayton,USA,6-0,160,1,Guard,Inactive,1974,1974
78185,1920-07-27 0:00,Minnesota,USA,6-2,190,1,Forward,Inactive,1948,1948
2764,1983-11-27 0:00,Southeastern Illinois,USA,6-7,215,2,Guard,Inactive,2004,2005
475,1969-09-17 0:00,Missouri,USA,6-10,220,5,Forward,Inactive,1991,1995
78187,1929-07-05 0:00,Harvard,USA,6-6,180,1,Forward,Inactive,1953,1953
78188,1949-05-09 0:00,Kentucky State,USA,7-1,250,8,Center,Inactive,1971,1978
78189,1945-11-18 0:00,Eastern Kentucky,USA,6-9,235,2,Center,Inactive,1970,1971
78190,1947-01-28 0:00,Western Kentucky,USA,6-5,195,8,Forward,Inactive,1968,1975
202962,1991-01-08 0:00,Fresno State,USA,6-10,250,6,Center,Inactive,2011,2015
2747,1985-09-09 0:00,No College,USA,6-6,220,17,Guard,Inactive,2004,2019
2074,1977-02-12 0:00,Louisiana State,USA,6-11,250,5,Center,Inactive,2000,2004
1630188,2000-03-16 0:00,Maryland,USA,6-9,215,3,Forward-Center,Active,2020,2023
201160,1986-03-02 0:00,Colorado State,USA,7-0,240,11,Forward-Center,Inactive,2007,2018
202536,1987-09-26 0:00,Louisville,USA,6-2,190,1,Guard,Inactive,2011,2011
78191,1958-04-12 0:00,Ohio State,USA,6-9,225,2,Forward,Inactive,1981,1982
693,1975-07-26 0:00,Maryland,USA,6-10,225,17,Forward-Center,Inactive,1995,2010
2746,1985-12-05 0:00,Oak Hill Academy (VA),USA,6-9,225,13,Forward,Inactive,2004,2017
78192,1964-03-09 0:00,Loyola-Marymount,USA,6-3,180,1,Guard,Inactive,1986,1986
181,1965-03-08 0:00,North Carolina,USA,6-3,170,10,Guard,Inactive,1987,1996
78194,1969-04-03 0:00,Louisville,USA,6-3,200,3,Forward,Inactive,1991,1993
78195,1958-01-18 0:00,Alcorn State,USA,6-8,215,13,Forward,Inactive,1980,1992
1910,1980-11-02 0:00,Martin Luther King HS (IL),USA,6-10,235,3,Forward,Inactive,2001,2003
63,1972-03-28 0:00,Providence,USA,6-8,240,8,Forward,Inactive,1994,2000
78197,1965-05-19 0:00,Brigham Young,USA,6-10,225,3,Guard,Inactive,1989,1994
2065,1976-04-15 0:00,Louisiana-Monroe,USA,6-8,195,2,Forward,Inactive,2000,2000
202701,1988-07-25 0:00,Duke,USA,6-2,185,3,Guard,Inactive,2011,2012
78198,1964-01-30 0:00,Jacksonville,USA,6-5,210,6,Forward,Inactive,1986,1991
78199,1952-04-22 0:00,San Francisco,USA,6-4,185,9,Guard,Inactive,1974,1982
203893,1991-04-19 0:00,Louisville,USA,6-0,165,2,Guard,Inactive,2014,2015
78205,1955-01-08 0:00,UNLV,USA,6-4,200,2,Forward,Inactive,1978,1979
120,1969-03-31 0:00,Michigan State,USA,6-8,221,15,Guard-Forward,Inactive,1991,2004
200848,1983-04-12 0:00,La Salle,USA,6-9,250,2,Forward,Inactive,2006,2006
1478,1972-01-24 0:00,Arizona State,USA,6-2,208,1,Guard,Inactive,1996,1996
2604,1980-10-03 0:00,Ball State,USA,6-8,225,3,Forward,Inactive,2003,2004
78208,1953-10-26 0:00,Missouri,USA,6-2,170,4,Guard,Inactive,1976,1979
1629015,1999-06-04 0:00,Texas Tech,USA,6-3,205,3,Guard,Inactive,2018,2019
1628372,1997-11-25 0:00,North Carolina State,USA,6-2,205,6,Guard,Active,2017,2023
1631095,2003-05-13 0:00,Auburn,USA,6-11,220,1,Forward,Active,2022,2023
22,1966-08-23 0:00,Marist,USA,7-4,265,12,Center,Inactive,1988,1999
1091,1962-08-31 0:00,Canisius,USA,7-0,250,7,Center,Inactive,1985,1991
78212,1929-05-22 0:00,Niagara,USA,6-3,215,1,Forward,Inactive,1953,1953
1630270,1997-12-21 0:00,Kansas State,USA,6-5,215,2,Forward,Active,2021,2023
203503,1991-11-10 0:00,New Mexico,USA,6-6,213,10,Guard,Inactive,2013,2021
727,1973-04-24 0:00,Michigan State,USA,6-3,205,14,Guard,Inactive,1995,2007
2745,1983-06-05 0:00,Nevada-Reno,USA,6-6,225,5,Forward-Guard,Inactive,2004,2007
78214,1920-02-10 0:00,Notre Dame,USA,6-0,180,1,Guard,Inactive,1949,1949
78215,1953-01-15 0:00,UNLV,USA,6-3,198,11,Guard,Inactive,1975,1985
78216,1934-09-21 0:00,DePaul,USA,6-3,185,4,Guard,Inactive,1956,1959
1631110,2003-05-20 0:00,Baylor,Poland,6-8,230,1,Forward,Active,2022,2023
78217,1953-10-16 0:00,Utah,USA,6-9,225,3,Center,Inactive,1974,1976
2226,1978-07-20 0:00,Clemson,USA,6-1,185,2,Guard,Inactive,2001,2008
78219,1942-03-17 0:00,Duquesne,USA,5-8,170,1,Guard,Inactive,1965,1965
2443,1978-02-14 0:00,Wake Forest,Lithuania,6-9,248,9,Forward,Inactive,2003,2010
78220,1948-07-08 0:00,Ohio State,USA,6-8,225,3,Forward,Inactive,1970,1972
203480,1990-04-28 0:00,Syracuse,USA,6-8,215,1,Forward,Inactive,2013,2013
78221,1924-12-17 0:00,Detroit,USA,6-2,175,1,Forward,Inactive,1946,1946
2776,1981-11-22 0:00,California State-Fullerton,Senegal,6-10,250,4,Forward,Inactive,2004,2006
1629034,1997-03-11 0:00,Louisville,USA,6-9,225,2,Forward,Inactive,2018,2020
2779,1982-08-02 0:00,Panathinaikos,Greece,6-4,195,1,Guard,Inactive,2006,2006
78223,1932-11-02 0:00,Detroit,USA,6-6,218,3,Forward,Inactive,1957,1959
600009,1958-06-12 0:00,Villanova,USA,6-2,175,12,Guard,Inactive,1980,1991
78225,1925-06-26 0:00,Western Kentucky,USA,6-5,205,8,Forward,Inactive,1948,1956
78226,1920-10-17 0:00,Villanova,USA,6-4,200,4,Forward,Inactive,1946,1949
201578,1987-08-04 0:00,Florida,USA,6-10,255,11,Forward-Center,Inactive,2008,2017
1629016,1997-07-21 0:00,Villanova,USA,6-8,245,3,Forward,Inactive,2018,2019
78227,1964-07-20 0:00,Northern Arizona,USA,6-6,210,2,Forward,Inactive,1992,1993
771,1969-12-06 0:00,UNLV,USA,7-0,270,5,Center,Inactive,1992,1996
280,1968-01-05 0:00,Louisville,USA,7-0,290,12,Center,Inactive,1990,2001
1630311,1996-07-04 0:00,Northwestern,USA,NULL,NULL,0,NULL,Inactive,NULL,NULL
78230,1922-11-12 0:00,Syracuse,USA,6-2,195,1,Forward,Inactive,1946,1946
201168,1985-01-01 0:00,NULL,Brazil,6-11,245,8,Center-Forward,Inactive,2010,2016
78232,1932-09-11 0:00,Western Kentucky,USA,6-9,220,4,Center,Inactive,1954,1957
84,1970-09-08 0:00,Alabama,USA,6-5,195,14,Guard,Inactive,1992,2004
78233,1959-09-08 0:00,Howard,USA,6-7,230,5,Forward,Inactive,1981,1985
1630531,2002-09-25 0:00,Tennessee,USA,6-4,202,2,Guard,Active,2021,2023
78234,1926-06-17 0:00,Canterbury,USA,6-9,235,1,Center,Inactive,1948,1948
78235,1923-02-26 0:00,Rice,USA,6-2,225,1,Forward,Inactive,1948,1948
1756,1975-07-24 0:00,South Carolina,USA,6-11,215,2,Forward,Inactive,1998,1999
711,1974-11-05 0:00,North Carolina,USA,6-6,218,19,Forward,Inactive,1995,2012
78237,1951-09-04 0:00,Providence,USA,6-3,185,6,Guard,Inactive,1974,1981
78238,1941-12-20 0:00,Wichita State,USA,6-7,200,8,Forward,Inactive,1965,1974
78239,1950-01-18 0:00,Kansas,USA,6-5,190,5,Forward,Inactive,1972,1976
78240,1921-08-15 0:00,Central HS (IN),USA,6-1,185,2,Forward,Inactive,1949,1950
1630199,1999-08-18 0:00,Duke,USA,6-5,190,2,Guard,Inactive,2020,2021
317,1965-08-10 0:00,Oklahoma State,USA,6-5,190,13,Guard,Inactive,1988,2001
78244,1936-10-11 0:00,Thomas More,USA,6-7,205,5,Forward,Inactive,1958,1963
78245,1949-05-05 0:00,Kentucky,USA,6-5,180,9,Guard,Inactive,1971,1979
1099,1970-03-27 0:00,Michigan State,USA,6-7,225,1,Forward,Inactive,1996,1996
203474,1990-12-19 0:00,Memphis,USA,6-5,188,2,Guard-Forward,Inactive,2013,2018
1086,1973-01-28 0:00,Arkansas-Little Rock,USA,6-7,210,3,Forward,Inactive,1996,1999
1627293,1987-08-07 0:00,Southern California,USA,6-10,270,1,Forward,Inactive,2015,2015
78251,1963-01-17 0:00,Iowa State,USA,6-5,195,1,Guard,Inactive,1992,1992
1630205,1997-07-09 0:00,Penn State,USA,6-6,230,3,Forward,Active,2020,2023
78252,1936-06-19 0:00,Cincinnati,USA,6-3,185,1,Forward,Inactive,1959,1959
2052,1981-04-03 0:00,Washington Union HS (CA),USA,6-5,218,14,Forward-Guard,Inactive,2000,2012
1630597,1999-07-28 0:00,Mississippi State,USA,6-5,205,1,Guard,Inactive,2021,2021
78253,1947-04-11 0:00,Michigan,USA,6-6,220,1,Forward,Inactive,1970,1970
1630191,2001-05-22 0:00,Washington,USA,6-8,250,3,Forward-Center,Active,2020,2023
1529,1973-12-19 0:00,California State-Bakersfield,USA,6-8,239,1,Forward,Inactive,1997,1997
1565,1975-04-25 0:00,California,USA,6-10,230,9,Center,Inactive,1997,2004
78256,1935-01-20 0:00,Missouri,USA,6-5,205,1,Forward,Inactive,1956,1956
201880,1985-09-26 0:00,Wisconsin,USA,6-11,260,5,Center,Inactive,2009,2014
78257,1960-11-17 0:00,Missouri,USA,6-11,245,5,Center,Inactive,1983,1987
179,1970-12-10 0:00,Virginia,USA,6-5,210,11,Guard,Inactive,1992,2002
78259,1937-07-22 0:00,St. Bonaventure,USA,6-2,185,1,Guard,Inactive,1961,1961
78261,1962-11-29 0:00,Colorado,USA,6-8,220,2,Forward,Inactive,1985,1992
204065,1991-06-24 0:00,Gonzaga,USA,5-11,165,3,Guard,Inactive,2014,2017
304,1962-03-26 0:00,Gonzaga,USA,6-1,175,19,Guard,Inactive,1984,2002
978,1977-06-09 0:00,PAOK,Serbia,6-10,229,14,Forward,Inactive,1998,2010
78264,1963-08-05 0:00,Iowa,USA,6-10,220,2,Forward,Inactive,1985,1989
203950,1994-01-07 0:00,Tennessee,USA,6-9,255,4,Forward-Center,Inactive,2014,2016
600016,1933-06-17 0:00,St. Francis (PA),USA,6-7,232,3,Forward,Inactive,1955,1957
78266,1920-10-23 0:00,Detroit,USA,6-1,180,1,Guard,Inactive,1946,1946
1627754,1997-02-10 0:00,Maryland,USA,6-11,255,2,Center,Inactive,2016,2016
2852,1977-04-18 0:00,Arizona State,USA,6-6,225,4,Forward-Guard,Inactive,2004,2007
2405,1982-11-16 0:00,Cypress Creek HS (FL),USA,6-10,245,15,Forward-Center,Inactive,2002,2015
78267,1948-08-16 0:00,Arizona State,USA,6-4,215,1,Forward,Inactive,1972,1972
201199,1985-06-15 0:00,Maryland,USA,6-5,201,2,Guard,Inactive,2007,2007
78269,1948-01-22 0:00,Pacific,USA,6-8,210,1,Forward,Inactive,1970,1970
1065,1973-11-25 0:00,Nebraska,USA,6-3,218,10,Guard,Inactive,1996,2004
1110,1970-07-14 0:00,Temple,USA,6-10,220,9,Forward,Inactive,1994,2002
393,1966-07-11 0:00,DePaul,USA,6-3,185,17,Guard,Inactive,1988,2004
78270,1940-09-04 0:00,Jacksonville,USA,6-5,200,1,Forward,Inactive,1963,1963
78271,1958-07-24 0:00,Montana,USA,6-10,260,2,Forward,Inactive,1987,1988
400,1968-02-09 0:00,Xavier,USA,6-9,240,10,Forward,Inactive,1991,2000
78273,1968-05-10 0:00,Christopher Newport,USA,6-4,190,2,Guard,Inactive,1991,1992
78274,1957-10-29 0:00,Mississippi,USA,6-7,215,1,Forward,Inactive,1980,1980
1629622,1996-03-28 0:00,DePaul,USA,6-5,215,4,Guard-Forward,Active,2019,2023
78275,1923-11-13 0:00,DePaul,USA,6-2,185,3,Forward,Inactive,1947,1949
1630591,2001-06-03 0:00,Gonzaga,USA,6-5,205,2,Guard,Active,2021,2023
78277,1945-01-18 0:00,Midwestern State,USA,6-9,225,1,Center,Inactive,1970,1970
203096,1992-03-04 0:00,Ohio State,USA,6-9,260,5,Center-Forward,Inactive,2012,2016
201969,1988-01-24 0:00,Georgetown,USA,6-8,240,5,Forward,Inactive,2009,2012
1628410,1995-12-31 0:00,Xavier,USA,6-4,196,5,Guard,Active,2017,2023
78654,1965-11-11 0:00,Austin Peay,USA,6-11,215,1,Forward,Inactive,1988,1988
201180,1985-11-06 0:00,Beijing,China,6-9,205,2,Guard,Inactive,2008,2008
78278,1929-12-20 0:00,Illinois,USA,6-1,180,2,Guard,Inactive,1953,1954
1743,1980-02-10 0:00,Split,Croatia,7-2,260,8,Center,Inactive,1998,2004
78279,1961-07-02 0:00,Missouri,USA,6-2,170,9,Guard,Inactive,1983,1991
682,1973-03-25 0:00,Florida State,USA,6-5,200,11,Guard,Inactive,1995,2006
78280,1929-11-16 0:00,Long Island-Brooklyn,USA,6-4,210,2,Forward,Inactive,1952,1953
78281,1961-08-09 0:00,Pepperdine,USA,6-3,190,2,Guard,Inactive,1983,1984
357,1967-12-03 0:00,Oral Roberts,USA,6-2,185,3,Guard,Inactive,1991,1995
78283,1933-12-16 0:00,Texas Southern,USA,6-8,220,1,Forward,Inactive,1958,1958
1628403,1997-04-18 0:00,Purdue,USA,6-9,260,4,Forward,Inactive,2017,2019
78284,1930-10-04 0:00,Detroit,USA,6-6,210,1,Forward,Inactive,1953,1953
78285,1934-12-23 0:00,Morehead State,USA,6-4,215,1,Forward,Inactive,1962,1962
2552,1982-10-25 0:00,Georgetown,USA,6-8,270,5,Forward,Inactive,2003,2006
1631306,1999-05-08 0:00,Syracuse,USA,6-9,220,1,Forward,Active,2022,2023
2741,1985-12-03 0:00,Bakersfield HS (CA),USA,7-1,270,5,Center,Inactive,2004,2008
2031,1979-11-21 0:00,Louisiana State,USA,6-10,220,10,Forward-Center,Inactive,2000,2008
78286,1970-12-21 0:00,Auburn,USA,6-5,230,1,Forward,Inactive,1994,1994
1628591,1994-01-16 0:00,Mississippi State,USA,6-3,196,2,Guard,Inactive,2021,2021
202377,1988-04-05 0:00,Le Havre,France,6-7,225,2,Forward-Guard,Inactive,2010,2010
78287,1921-09-19 0:00,Western Kentucky,USA,5-10,175,1,Guard,Inactive,1946,1946
1626208,1993-12-30 0:00,Green Bay,USA,5-11,167,2,Guard,Inactive,2021,2021
1132,1973-04-11 0:00,Xavier,USA,6-9,255,1,Forward,Inactive,1995,1995
1136,1968-02-01 0:00,Augustana (SD),USA,6-11,230,1,Center,Inactive,1996,1996
1887,1977-03-05 0:00,Miami (Ohio),USA,6-7,240,11,Guard-Forward,Inactive,1999,2008
440,1970-06-15 0:00,Olimpia Milano,Croatia,7-0,257,6,Center,Inactive,1994,2000
2657,1980-10-05 0:00,Brigham Young-Hawaii,USA,5-9,165,2,Guard,Inactive,2004,2004
101147,1985-03-10 0:00,Pittsburgh,USA,6-10,261,2,Forward,Inactive,2005,2005
1434,1973-05-09 0:00,Olympiacos,Serbia,6-11,270,1,Center-Forward,Inactive,2000,2000
78293,1964-11-28 0:00,Michigan,USA,7-0,230,6,Forward,Inactive,1986,1994
1630256,1995-10-28 0:00,Ohio State,USA,6-5,230,3,Forward,Active,2020,2023
78294,1953-07-26 0:00,Marquette,USA,6-4,185,4,Guard,Inactive,1976,1979
1628369,1998-03-03 0:00,Duke,USA,6-8,210,6,Forward-Guard,Active,2017,2023
204002,1992-03-22 0:00,Gran Canaria,Cabo Verde,7-3,265,3,Center,Inactive,2015,2016
78295,1965-11-30 0:00,Oregon,USA,6-4,175,1,Guard,Inactive,1988,1988
78296,1951-06-09 0:00,Princeton,USA,6-2,185,6,Guard,Inactive,1976,1981
101182,1982-07-26 0:00,Alabama-Birmingham,USA,6-5,193,3,Guard,Inactive,2005,2006
78298,1948-02-05 0:00,Texas-Pan American,USA,6-5,180,2,Guard,Inactive,1970,1971
78297,1967-10-03 0:00,Eastern Illinois,USA,6-3,190,1,Forward,Inactive,1989,1989
78299,1960-01-01 0:00,Texas Tech,USA,6-4,175,2,Guard,Inactive,1982,1986
201966,1986-12-08 0:00,Central Florida,USA,6-4,210,2,Guard,Inactive,2009,2010
1511,1974-06-04 0:00,Tennessee-Chattanooga,USA,6-9,220,3,Forward,Inactive,1997,1999
1508,1976-10-30 0:00,Michigan,USA,6-9,265,9,Forward-Center,Inactive,1997,2006
201446,1986-01-21 0:00,Iowa State,USA,6-2,165,2,Guard,Inactive,2008,2008
78302,1946-03-13 0:00,La Salle,USA,6-0,175,1,Guard,Inactive,1976,1976
1630678,1999-09-23 0:00,Austin Peay,USA,6-4,230,2,Forward,Active,2021,2023
203116,1990-04-12 0:00,Kansas,USA,6-3,185,2,Guard,Inactive,2012,2013
78303,1960-09-11 0:00,Duke,USA,6-5,180,1,Guard,Inactive,1982,1982
78304,1960-04-10 0:00,Baylor,USA,6-5,195,11,Guard,Inactive,1982,1992
201952,1988-06-10 0:00,Wake Forest,USA,6-3,195,13,Guard,Inactive,2009,2020
203104,1993-02-28 0:00,Kentucky,USA,6-2,189,3,Guard,Inactive,2012,2017
203141,1985-09-17 0:00,Baskonia,Bosnia and Herzegovina,6-9,242,6,Forward,Inactive,2012,2017
2742,1985-06-09 0:00,Abraham Lincoln HS (NY),USA,6-0,170,10,Guard,Inactive,2004,2014
202066,1986-05-08 0:00,Louisiana State,USA,6-6,195,13,Guard-Forward,Active,2009,2023
1628462,1987-03-19 0:00,CSKA Moscow,Serbia,6-5,196,2,Guard,Inactive,2017,2018
78305,1954-06-19 0:00,Southern Methodist,USA,6-8,200,2,Forward,Inactive,1976,1978
78307,1956-06-22 0:00,Winston-Salem State,USA,6-4,210,3,Guard,Inactive,1980,1982
78306,1950-09-27 0:00,Long Beach State,USA,6-6,215,3,Guard,Inactive,1972,1976
78308,1950-01-12 0:00,Stanford,USA,6-5,195,2,Guard,Inactive,1976,1977
1631207,2002-07-12 0:00,Arizona,USA,6-7,195,1,Forward,Active,2022,2023
1629150,1996-08-21 0:00,Lincoln Memorial,USA,6-9,220,2,Forward,Inactive,2018,2021
1891,1977-09-15 0:00,Arizona,USA,6-2,185,19,Guard,Inactive,1999,2017
